arquivo,long,lat,linha,nome
downloads/1029.kml,-35.254846243187785,-5.751739572733641,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.254717245697975,-5.751884914934635,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25459277443588,-5.752032101154327,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.254428405314684,-5.752224968746305,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25428541004658,-5.752394367009401,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25410670787096,-5.752582959830761,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25396689772606,-5.752737857401371,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25381560437381,-5.752909602597356,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25365819223225,-5.753088053315878,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.253500109538436,-5.753272287547588,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25334102101624,-5.753459706902504,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25317790918052,-5.753651820123196,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25301655754447,-5.753842759877443,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25286417454481,-5.754018193110824,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25273081846535,-5.754171414300799,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25257499888539,-5.754355564713478,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25243711657822,-5.754517251625657,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25225145742297,-5.754721434786916,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25210678577423,-5.754883289337158,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25196949020028,-5.755036678165197,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25184988044202,-5.755173554643989,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25172255933285,-5.755330547690392,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.251599261537194,-5.755473459139466,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25144184939563,-5.755652328953147,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.251317378133535,-5.755794905126095,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.251188296824694,-5.755944270640612,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25102535262704,-5.756134204566479,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25088990107179,-5.756301255896688,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.2507511805743,-5.756458165124059,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25061170570552,-5.756612392142415,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25046644732356,-5.756772570312023,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25033191777766,-5.756928892806172,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25017291307449,-5.757112707942724,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.250004353001714,-5.757326195016503,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.24984777905047,-5.757541190832853,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.24970796890557,-5.757732046768069,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.249680392444134,-5.757940420880914,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.249856328591704,-5.758087690919638,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.24999379180372,-5.758211240172386,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
downloads/1029.kml,-35.25015413761139,-5.758350715041161,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus"
