,arquivo,lon,lat,linha,nome,information,rua,bairro
3140,downloads/48.kml,-35.21123092621565,-5.79207194969058,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Benjamim Constant', 'residential': 'Vila Ocidental', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Benjamim Constant,Alecrim
3141,downloads/48.kml,-35.21198395639658,-5.792336901649832,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Fonseca e Silva', 'residential': 'Vila Ocidental', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Fonseca e Silva,Alecrim
3148,downloads/48.kml,-35.215880200266845,-5.793870873749256,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Amaro Barreto', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Amaro Barreto,Alecrim
3149,downloads/48.kml,-35.215950692072504,-5.793921835720539,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Almirante Alexandrino de Alencar', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Avenida Almirante Alexandrino de Alencar,Alecrim
3151,downloads/48.kml,-35.218072822317474,-5.794999497011304,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'historic': 'Relógio do Alecrim', 'road': 'Rua Doutor Manoel Miranda', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59037-190', 'country': 'Brasil', 'country_code': 'br'}",Rua Doutor Manoel Miranda,Alecrim
3153,downloads/48.kml,-35.21855528466403,-5.795295210555196,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Presidente Bandeira', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59037-190', 'country': 'Brasil', 'country_code': 'br'}",Avenida Presidente Bandeira,Alecrim
3155,downloads/48.kml,-35.21772371605038,-5.796961952000856,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'Delegacia de Polícia Civil', 'road': 'Avenida Coronel Estevam', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59037-190', 'country': 'Brasil', 'country_code': 'br'}",Avenida Coronel Estevam,Alecrim
3161,downloads/48.kml,-35.215844828635454,-5.800821818411349,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua dos Canindés', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59032-201', 'country': 'Brasil', 'country_code': 'br'}",Rua dos Canindés,Alecrim
3167,downloads/48.kml,-35.212662974372506,-5.807325001806022,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'shop': 'RF Multimarcas', 'road': 'Avenida Presidente Bandeira', 'suburb': 'Lagoa Seca', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59054-590', 'country': 'Brasil', 'country_code': 'br'}",Avenida Presidente Bandeira,Lagoa Seca
3171,downloads/48.kml,-35.211949506774545,-5.8087888173758975,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Giácomo Palumbo', 'suburb': 'Lagoa Seca', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59054-590', 'country': 'Brasil', 'country_code': 'br'}",Rua Giácomo Palumbo,Lagoa Seca
3173,downloads/48.kml,-35.211757812649005,-5.810423539951444,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Bernardo Vieira', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59054-590', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Lagoa Nova
3180,downloads/48.kml,-35.20239841192961,-5.813824329525232,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Rui Barbosa', 'suburb': 'Tirol', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59015-000', 'country': 'Brasil', 'country_code': 'br'}",Avenida Rui Barbosa,Tirol
3183,downloads/48.kml,-35.199619475752115,-5.814893273636699,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'country': 'Brasil', 'country_code': 'br'}",,
3184,downloads/48.kml,-35.199936563149095,-5.815778318792582,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'craft': 'O Mago Assistência Técnica', 'road': 'Avenida Xavier da Silveira', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59056700', 'country': 'Brasil', 'country_code': 'br'}",Avenida Xavier da Silveira,Nova Descoberta
3190,downloads/48.kml,-35.20161964930594,-5.82043974660337,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'office': 'Instituto do Cérebro', 'house_number': '2155', 'road': 'Avenida Nascimento de Castro', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075090', 'country': 'Brasil', 'country_code': 'br'}",Avenida Nascimento de Castro,Nova Descoberta
3192,downloads/48.kml,-35.202271593734615,-5.822190558537841,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'country': 'Brasil', 'country_code': 'br'}",,Nova Descoberta
3193,downloads/48.kml,-35.20090199075639,-5.8227319456636915,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'shop': 'Thalison Salvino Cabeleireiros', 'house_number': '1098', 'road': 'Rua da Saudade', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Rua da Saudade,Nova Descoberta
3194,downloads/48.kml,-35.20083828829229,-5.8227758668363085,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Nélio Tavares', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Rua Nélio Tavares,Nova Descoberta
3195,downloads/48.kml,-35.19953590817749,-5.823269058018923,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'man_made': 'Caern P-3 Dunas', 'road': 'Avenida Brigadeiro Gomes Ribeiro', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Avenida Brigadeiro Gomes Ribeiro,Nova Descoberta
3197,downloads/48.kml,-35.199711928144104,-5.824071960523725,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Amintas Barros', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Avenida Amintas Barros,Nova Descoberta
3198,downloads/48.kml,-35.19975668750703,-5.824195006862283,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Djalma Maranhão', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Rua Djalma Maranhão,Nova Descoberta
3201,downloads/48.kml,-35.200514579191804,-5.82595101557672,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'shop': 'Irineu Bebidas', 'road': 'Rua Engenheiro Marcelo Cabral', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Rua Engenheiro Marcelo Cabral,Nova Descoberta
3206,downloads/48.kml,-35.201665163040154,-5.8287319634109735,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Djalma Maranhão', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-360', 'country': 'Brasil', 'country_code': 'br'}",Avenida Djalma Maranhão,Nova Descoberta
3209,downloads/48.kml,-35.20185425877571,-5.828859535977244,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Coronel Norton Chaves', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-210', 'country': 'Brasil', 'country_code': 'br'}",Rua Coronel Norton Chaves,Nova Descoberta
3211,downloads/48.kml,-35.20188208669424,-5.829032035544515,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'Cida Lanches', 'road': 'Rua Coronel Norton Chaves', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-210', 'country': 'Brasil', 'country_code': 'br'}",Rua Coronel Norton Chaves,Lagoa Nova
3213,downloads/48.kml,-35.20180229097605,-5.829130858182907,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Djalma Maranhão', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-360', 'country': 'Brasil', 'country_code': 'br'}",Avenida Djalma Maranhão,Lagoa Nova
3215,downloads/48.kml,-35.203036777675145,-5.832471130415798,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Capitão Mor-Gouveia', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-440', 'country': 'Brasil', 'country_code': 'br'}",Avenida Capitão Mor-Gouveia,Lagoa Nova
3216,downloads/48.kml,-35.20575930364429,-5.831448119133711,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'building': 'ADS Segurança Privada', 'road': 'Rua Professor Mário Cavalcanti', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-440', 'country': 'Brasil', 'country_code': 'br'}",Rua Professor Mário Cavalcanti,Lagoa Nova
3219,downloads/48.kml,-35.19920499064028,-5.835579307749867,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'leisure': 'Ginasinho', 'road': 'Anel Viário da UFRN', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-440', 'country': 'Brasil', 'country_code': 'br'}",Anel Viário da UFRN,Nova Descoberta
3226,downloads/48.kml,-35.19661858677864,-5.843906728550793,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'highway': 'LAMP', 'road': 'Anel Viário da UFRN', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59078-500', 'country': 'Brasil', 'country_code': 'br'}",Anel Viário da UFRN,
3228,downloads/48.kml,-35.2023539878428,-5.843250760808588,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'UFRN - Universidade Federal do Rio Grande do Norte', 'road': 'Rua das Orquídeas', 'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Rua das Orquídeas,Capim Macio
3246,downloads/48.kml,-35.20396800711751,-5.841250838711858,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",,Capim Macio
3247,downloads/48.kml,-35.2089230529964,-5.843829195946455,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'highway': 'Shopping Via Direta', 'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,Capim Macio
3248,downloads/48.kml,-35.21011797711253,-5.841364832594991,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'highway': 'Shopping Via Direta', 'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Bairro Latino', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,
3249,downloads/48.kml,-35.211291275918484,-5.837458111345768,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Bairro Latino', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,Lagoa Nova
3252,downloads/48.kml,-35.211997870355844,-5.8325661811977625,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Ministro José Macêdo Soares', 'residential': 'Potilândia', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064440', 'country': 'Brasil', 'country_code': 'br'}",Rua Ministro José Macêdo Soares,Lagoa Nova
3255,downloads/48.kml,-35.210634134709835,-5.8284473977983,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064-625', 'country': 'Brasil', 'country_code': 'br'}",,Lagoa Nova
3278,downloads/48.kml,-35.201469780877225,-5.820207064971327,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'shop': 'El Shamah', 'road': 'Rua Doutor Abelardo Calafange', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075-380', 'country': 'Brasil', 'country_code': 'br'}",Rua Doutor Abelardo Calafange,Nova Descoberta
3280,downloads/48.kml,-35.200505694374435,-5.817567938938737,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Antônio Basílio', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59056700', 'country': 'Brasil', 'country_code': 'br'}",Avenida Antônio Basílio,Nova Descoberta
3282,downloads/48.kml,-35.199944274500005,-5.815944029018282,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Desembargador Antônio Cerejo', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59056700', 'country': 'Brasil', 'country_code': 'br'}",Rua Desembargador Antônio Cerejo,Nova Descoberta
3286,downloads/48.kml,-35.200518602505326,-5.814411314204335,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Bernardo Vieira', 'suburb': 'Tirol', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59015-000', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Tirol
3292,downloads/48.kml,-35.20980801433325,-5.810996945947409,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'Paguemenos', 'road': 'Avenida Bernardo Vieira', 'suburb': 'Lagoa Seca', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59054-590', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Lagoa Seca
3293,downloads/48.kml,-35.20991211757064,-5.8109548687934875,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Prudente de Morais', 'suburb': 'Lagoa Seca', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59022390', 'country': 'Brasil', 'country_code': 'br'}",Avenida Prudente de Morais,Lagoa Seca
3294,downloads/48.kml,-35.210854578763254,-5.810600817203523,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua São João', 'suburb': 'Lagoa Seca', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59022390', 'country': 'Brasil', 'country_code': 'br'}",Rua São João,Lagoa Seca
3311,downloads/48.kml,-35.21473992615938,-5.79470805823803,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'ALESAT', 'road': 'Rua Manoel Juvencio', 'suburb': 'Barro Vermelho', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Manoel Juvencio,Barro Vermelho
3313,downloads/48.kml,-35.21349613554776,-5.793745396658777,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'Escola Estadual Newton Braga de Faria', 'road': 'Rua Brasilia', 'suburb': 'Barro Vermelho', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Brasilia,Barro Vermelho
3316,downloads/48.kml,-35.21142446435989,-5.7922136038541785,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Coronel José Bernardo', 'suburb': 'Barro Vermelho', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59030350', 'country': 'Brasil', 'country_code': 'br'}",Rua Coronel José Bernardo,Barro Vermelho
3317,downloads/48.kml,-35.21001043729485,-5.791666600853205,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Meira e Sá', 'suburb': 'Barro Vermelho', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59025-003', 'country': 'Brasil', 'country_code': 'br'}",Rua Meira e Sá,Barro Vermelho
3320,downloads/48.kml,-35.209073508158326,-5.791039550676942,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Rio Branco', 'suburb': 'Cidade Alta', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59025-003', 'country': 'Brasil', 'country_code': 'br'}",Avenida Rio Branco,Cidade Alta
3323,downloads/48.kml,-35.208028955385096,-5.788724720478058,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'house_number': '206', 'road': 'Rua Apodi', 'suburb': 'Cidade Alta', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59025-003', 'country': 'Brasil', 'country_code': 'br'}",Rua Apodi,Cidade Alta
3324,downloads/48.kml,-35.2077052462846,-5.787952411919832,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Rua Professor Zuza', 'suburb': 'Cidade Alta', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59025-003', 'country': 'Brasil', 'country_code': 'br'}",Rua Professor Zuza,Cidade Alta
3330,downloads/48.kml,-35.204916838556535,-5.781891457736492,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'amenity': 'Salesiano', 'road': 'Rua Juvino Barreto', 'neighbourhood': 'Centro Histórico de Natal', 'suburb': 'Ribeira', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59025-030', 'country': 'Brasil', 'country_code': 'br'}",Rua Juvino Barreto,Ribeira
3332,downloads/48.kml,-35.203948393464096,-5.779444612562656,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Avenida Rio Branco', 'neighbourhood': 'Centro Histórico de Natal', 'suburb': 'Ribeira', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59012-200', 'country': 'Brasil', 'country_code': 'br'}",Avenida Rio Branco,Ribeira
3334,downloads/48.kml,-35.20409557968378,-5.777591206133366,48,"Santos Reis/Nova Descoberta, via Alecrim/Campus","{'road': 'Praça José da Penha', 'neighbourhood': 'Centro Histórico de Natal', 'suburb': 'Ribeira', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59090-510', 'country': 'Brasil', 'country_code': 'br'}",Praça José da Penha,Ribeira
