,arquivo,lon,lat,linha,nome,information,rua,bairro
1934,downloads/1029(1).kml,-35.222599050030105,-5.8063402120023975,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Interventor Mário Câmara', 'suburb': 'Alecrim', 'city_district': 'Região Leste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-000', 'country': 'Brasil', 'country_code': 'br'}",Avenida Interventor Mário Câmara,Alecrim
1941,downloads/1029(1).kml,-35.23255155421793,-5.802659969776869,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'building': 'Cimento Nassau', 'road': 'Rua Crezo Bezerra', 'residential': 'Vila Novo Horizonte', 'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59037-170', 'country': 'Brasil', 'country_code': 'br'}",Rua Crezo Bezerra,Quintas
1944,downloads/1029(1).kml,-35.23537826724351,-5.80165003426373,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'building': 'Vale do Pará,', 'road': 'Rua Senador Roberto Kennedy', 'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-070', 'country': 'Brasil', 'country_code': 'br'}",Rua Senador Roberto Kennedy,Quintas
2016,downloads/1029(1).kml,-35.254688244313,-5.765289757400751,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'amenity': 'Wizard Zona Norte', 'house_number': '495', 'road': 'Rua Maria José Lira', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59104220', 'country': 'Brasil', 'country_code': 'br'}",Rua Maria José Lira,Potengi
2036,downloads/1029(1).kml,-35.25180813856422,-5.759749906137586,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Florianópolis', 'neighbourhood': 'Santa Catarina', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59108-500', 'country': 'Brasil', 'country_code': 'br'}",Avenida Florianópolis,Potengi
2048,downloads/1029(1).kml,-35.251319892704494,-5.755430208519101,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Santa Inês', 'neighbourhood': 'Soledade II', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59108-500', 'country': 'Brasil', 'country_code': 'br'}",Rua Santa Inês,Potengi
2050,downloads/1029(1).kml,-35.251781484112136,-5.754990074783564,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Itabuna', 'neighbourhood': 'Soledade II', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59108-500', 'country': 'Brasil', 'country_code': 'br'}",Rua Itabuna,Potengi
2075,downloads/1029(1).kml,-35.258701331913464,-5.746809924021362,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Ilha de Marajó', 'neighbourhood': 'Soledade I', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59129600', 'country': 'Brasil', 'country_code': 'br'}",Rua Ilha de Marajó,Potengi
2097,downloads/1029(1).kml,-35.261219004169114,-5.737080127000809,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua do Boi Misterioso', 'neighbourhood': 'Nova Natal', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59129600', 'country': 'Brasil', 'country_code': 'br'}",Rua do Boi Misterioso,Lagoa Azul
2115,downloads/1029(1).kml,-35.26335144415498,-5.725419977679849,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Norte da Colina', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua Norte da Colina,Lagoa Azul
2117,downloads/1029(1).kml,-35.26256178505719,-5.723899835720657,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Tres Lagos', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua Tres Lagos,Lagoa Azul
2120,downloads/1029(1).kml,-35.262500764802105,-5.72273014113307,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua São Tadeu', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua São Tadeu,Lagoa Azul
2121,downloads/1029(1).kml,-35.262229945510626,-5.7228498347103605,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Apostolo Simao', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua Apostolo Simao,Lagoa Azul
2129,downloads/1029a.kml,-35.265071829780936,-5.735741117969155,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua dos Coroas', 'neighbourhood': 'Nova Natal', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua dos Coroas,Lagoa Azul
2131,downloads/1029a.kml,-35.26929471641779,-5.7377104461193085,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua da Araruna', 'neighbourhood': 'Cidade Praia', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59129600', 'country': 'Brasil', 'country_code': 'br'}",Rua da Araruna,Lagoa Azul
2133,downloads/1029a.kml,-35.2699813619256,-5.737918820232153,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Cidade Praia', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Avenida Cidade Praia,Lagoa Azul
2160,downloads/1029a.kml,-35.25445556268096,-5.750734331086277,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Palmeiras', 'neighbourhood': 'Soledade II', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59110-390', 'country': 'Brasil', 'country_code': 'br'}",Rua Palmeiras,Potengi
2173,downloads/1029a.kml,-35.253475215286024,-5.763271814212202,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'amenity': 'Eros', 'road': 'Rua Caraubas', 'neighbourhood': 'Panatis', 'suburb': 'Potengi', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59108-500', 'country': 'Brasil', 'country_code': 'br'}",Rua Caraubas,Potengi
2189,downloads/1029a.kml,-35.25362399406731,-5.775750121101737,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'office': 'Teleperformance', 'road': 'Viaduto de Igapó', 'suburb': 'Jardim Lola', 'city_district': 'São Gonçalo do Amarante', 'city': 'São Gonçalo do Amarante', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59296802', 'country': 'Brasil', 'country_code': 'br'}",Viaduto de Igapó,Jardim Lola
2218,downloads/1029a.kml,-35.23825074546039,-5.800375482067466,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",,Quintas
2237,downloads/1029a.kml,-35.206073792651296,-5.815425356850027,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Antônio Basílio', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59056-000', 'country': 'Brasil', 'country_code': 'br'}",Avenida Antônio Basílio,Lagoa Nova
2239,downloads/1029a.kml,-35.20803834311664,-5.821018181741238,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Amintas Barros', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59075090', 'country': 'Brasil', 'country_code': 'br'}",Avenida Amintas Barros,Lagoa Nova
2359,downloads/1029a.kml,-35.24863433092833,-5.778834829106928,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'residential': 'Comunidade do Beira Rio', 'suburb': 'Salinas', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59296802', 'country': 'Brasil', 'country_code': 'br'}",,Salinas
2404,downloads/1029a.kml,-35.26734164915979,-5.7410893589258185,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua Los Angeles', 'neighbourhood': 'Cidade Praia', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59112-490', 'country': 'Brasil', 'country_code': 'br'}",Rua Los Angeles,Lagoa Azul
2405,downloads/1029a.kml,-35.266849547624595,-5.740673029795289,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Avenida Centenario da Abolicao', 'neighbourhood': 'Cidade Praia', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59112-490', 'country': 'Brasil', 'country_code': 'br'}",Avenida Centenario da Abolicao,Lagoa Azul
2410,downloads/1029a.kml,-35.265060430392616,-5.735703986138105,1029,"Nova Natal/Nova Descoberta, via Av. da Chegança/Campus","{'road': 'Rua da Lapinha', 'neighbourhood': 'Nova Natal', 'suburb': 'Lagoa Azul', 'city_district': 'Região Norte', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59139340', 'country': 'Brasil', 'country_code': 'br'}",Rua da Lapinha,Lagoa Azul
2423,downloads/18.kml,-35.245750369504094,-5.795491682365537,18,Bairro Nordeste/Campus,"{'road': 'Avenida Apipucos', 'suburb': 'Nordeste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Avenida Apipucos,Nordeste
2431,downloads/18.kml,-35.2445183135569,-5.79758120700717,18,Bairro Nordeste/Campus,"{'road': 'Rua Acaua', 'suburb': 'Nordeste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Rua Acaua,Nordeste
2433,downloads/18.kml,-35.242111198604114,-5.796543611213565,18,Bairro Nordeste/Campus,"{'road': 'Rua Alto da Bela Vista', 'suburb': 'Nordeste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Rua Alto da Bela Vista,Nordeste
2435,downloads/18.kml,-35.241424636915326,-5.797157334163785,18,Bairro Nordeste/Campus,"{'road': 'Rua Tomé de Souza', 'suburb': 'Nordeste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Rua Tomé de Souza,Nordeste
2438,downloads/18.kml,-35.23828133940697,-5.799467973411082,18,Bairro Nordeste/Campus,"{'road': 'Avenida Industrial João Francisco da Motta', 'suburb': 'Nordeste', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Avenida Industrial João Francisco da Motta,Nordeste
2439,downloads/18.kml,-35.2383575309068,-5.799879105761647,18,Bairro Nordeste/Campus,"{'road': 'Viaduto da Urbana', 'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",Viaduto da Urbana,Quintas
2440,downloads/18.kml,-35.238338503986604,-5.800065519288182,18,Bairro Nordeste/Campus,"{'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-027', 'country': 'Brasil', 'country_code': 'br'}",,Quintas
2443,downloads/18.kml,-35.23682397790253,-5.801165141165257,18,Bairro Nordeste/Campus,"{'road': 'Avenida Bernardo Vieira', 'residential': 'Vila Novo Horizonte', 'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59035-070', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Quintas
2447,downloads/18.kml,-35.230022398754954,-5.8037161733955145,18,Bairro Nordeste/Campus,"{'road': 'Rua Doutor Manoel Miranda', 'suburb': 'Quintas', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59052-065', 'country': 'Brasil', 'country_code': 'br'}",Rua Doutor Manoel Miranda,Quintas
2448,downloads/18.kml,-35.225658360868685,-5.8052797336131325,18,Bairro Nordeste/Campus,"{'road': 'Avenida Bernardo Vieira', 'suburb': 'Dix-Sept Rosado', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59052-200', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Dix-Sept Rosado
2450,downloads/18.kml,-35.21458444185554,-5.809394828975201,18,Bairro Nordeste/Campus,"{'amenity': 'Escola Estadual Cônego do Monte', 'road': 'Avenida Bernardo Vieira', 'residential': 'Vila Coqueiros', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59054590', 'country': 'Brasil', 'country_code': 'br'}",Avenida Bernardo Vieira,Lagoa Nova
2453,downloads/18.kml,-35.205181119963534,-5.81283425912261,18,Bairro Nordeste/Campus,"{'road': 'Avenida Senador Salgado Filho', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59015-000', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,Lagoa Nova
2460,downloads/18.kml,-35.21105960011482,-5.828764401376247,18,Bairro Nordeste/Campus,"{'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064-625', 'country': 'Brasil', 'country_code': 'br'}",,Lagoa Nova
2463,downloads/18.kml,-35.21191019564867,-5.830728532746433,18,Bairro Nordeste/Campus,"{'amenity': 'Guarda Patrimonial', 'road': 'Avenida Senador Salgado Filho - Marginal', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064440', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho - Marginal,Lagoa Nova
2466,downloads/18.kml,-35.212234491482384,-5.831678370013832,18,Bairro Nordeste/Campus,"{'highway': 'Potilândia', 'road': 'Avenida Senador Salgado Filho - Marginal', 'suburb': 'Candelária', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064440', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho - Marginal,Candelária
2474,downloads/18.kml,-35.21208194084465,-5.835448717698455,18,Bairro Nordeste/Campus,"{'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Bairro Latino', 'suburb': 'Candelária', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,Candelária
2478,downloads/18.kml,-35.211013834923506,-5.829634694382548,18,Bairro Nordeste/Campus,"{'shop': 'Mercadinho Esmeralda', 'road': 'Avenida Capitão Mor-Gouveia', 'residential': 'Potilândia', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-400', 'country': 'Brasil', 'country_code': 'br'}",Avenida Capitão Mor-Gouveia,Lagoa Nova
2482,downloads/18.kml,-35.20292663946748,-5.832689814269543,18,Bairro Nordeste/Campus,"{'road': 'Anel Viário da UFRN', 'suburb': 'Lagoa Nova', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-440', 'country': 'Brasil', 'country_code': 'br'}",Anel Viário da UFRN,Lagoa Nova
2483,downloads/18.kml,-35.20182802341878,-5.833543259650469,18,Bairro Nordeste/Campus,"{'road': 'Anel Viário da UFRN', 'suburb': 'Nova Descoberta', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59076-440', 'country': 'Brasil', 'country_code': 'br'}",Anel Viário da UFRN,Nova Descoberta
2495,downloads/18.kml,-35.19636151380836,-5.843839170411228,18,Bairro Nordeste/Campus,"{'building': 'NUPEG 2', 'road': 'Anel Viário da UFRN', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59078-500', 'country': 'Brasil', 'country_code': 'br'}",Anel Viário da UFRN,
2501,downloads/18.kml,-35.202255165204406,-5.843325611203909,18,Bairro Nordeste/Campus,"{'amenity': 'UFRN - Universidade Federal do Rio Grande do Norte', 'road': 'Rua das Orquídeas', 'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Rua das Orquídeas,Capim Macio
2519,downloads/18.kml,-35.20394898019731,-5.841254694387318,18,Bairro Nordeste/Campus,"{'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",,Capim Macio
2520,downloads/18.kml,-35.20888902246953,-5.84387487731874,18,Bairro Nordeste/Campus,"{'highway': 'Shopping Via Direta', 'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Conjunto Mirassol', 'suburb': 'Capim Macio', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,Capim Macio
2522,downloads/18.kml,-35.210285196080804,-5.840652035549282,18,Bairro Nordeste/Campus,"{'highway': 'Shopping Via Direta', 'road': 'Avenida Senador Salgado Filho', 'neighbourhood': 'Bairro Latino', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59064900', 'country': 'Brasil', 'country_code': 'br'}",Avenida Senador Salgado Filho,
2523,downloads/30.kml,-35.26002500206232,-5.826675379648805,30,"Felipe Camarão/Pirangi, via Candelária/Campus","{'amenity': 'Conceição Transportes', 'road': 'Rua Rainha do Mar', 'suburb': 'Felipe Camarão', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59074-368', 'country': 'Brasil', 'country_code': 'br'}",Rua Rainha do Mar,Felipe Camarão
2525,downloads/30.kml,-35.25807956233621,-5.825341735035181,30,"Felipe Camarão/Pirangi, via Candelária/Campus","{'road': 'Rua Maristela Alves', 'suburb': 'Felipe Camarão', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59074-350', 'country': 'Brasil', 'country_code': 'br'}",Rua Maristela Alves,Felipe Camarão
2530,downloads/30.kml,-35.254779774695635,-5.82407807931304,30,"Felipe Camarão/Pirangi, via Candelária/Campus","{'road': 'Avenida Nossa Senhora do Livramento', 'suburb': 'Felipe Camarão', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59074-350', 'country': 'Brasil', 'country_code': 'br'}",Avenida Nossa Senhora do Livramento,Felipe Camarão
2531,downloads/30.kml,-35.254512811079614,-5.824285531416535,30,"Felipe Camarão/Pirangi, via Candelária/Campus","{'road': 'Travessa Joaquim de Castro', 'suburb': 'Felipe Camarão', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59074-350', 'country': 'Brasil', 'country_code': 'br'}",Travessa Joaquim de Castro,Felipe Camarão
2532,downloads/30.kml,-35.254390686750405,-5.824202047660947,30,"Felipe Camarão/Pirangi, via Candelária/Campus","{'road': 'Rua Pedrinho Bezerra', 'suburb': 'Felipe Camarão', 'city': 'Natal', 'municipality': 'Região Geográfica Imediata de Natal', 'state_district': 'Região Geográfica Intermediária de Natal', 'state': 'Rio Grande do Norte', 'region': 'Região Nordeste', 'postcode': '59074-350', 'country': 'Brasil', 'country_code': 'br'}",Rua Pedrinho Bezerra,Felipe Camarão
